Kod;Nazwa;Wyszczególnienie;Typy szkół;Rok;Wartosc;Jednostka miary;Atrybut
3060000000;LUBELSKIE;komputery w szkole;zasadnicze szkoły zawodowe;2010;804;szt.; 
3060000000;LUBELSKIE;komputery w szkole;zasadnicze szkoły zawodowe;2011;743;szt.; 
3060000000;LUBELSKIE;komputery w szkole;zasadnicze szkoły zawodowe;2012;523;szt.; 
3060000000;LUBELSKIE;komputery w szkole;technika;2002;2566;szt.; 
3060000000;LUBELSKIE;komputery w szkole;technika;2003;2821;szt.; 
3060000000;LUBELSKIE;komputery w szkole;technika;2004;3232;szt.; 
3060000000;LUBELSKIE;komputery w szkole;technika;2005;3515;szt.; 
3060000000;LUBELSKIE;komputery w szkole;technika;2006;4861;szt.; 
3060000000;LUBELSKIE;komputery w szkole;technika;2007;4278;szt.; 
3060000000;LUBELSKIE;komputery w szkole;technika;2008;6250;szt.; 
3060000000;LUBELSKIE;komputery w szkole;technika;2009;6966;szt.; 
3060000000;LUBELSKIE;komputery w szkole;technika;2010;7492;szt.; 
3060000000;LUBELSKIE;komputery w szkole;technika;2011;7737;szt.; 
3060000000;LUBELSKIE;komputery w szkole;technika;2012;8165;szt.; 
3060000000;LUBELSKIE;komputery w szkole;licea profilowane;2002;488;szt.; 
3060000000;LUBELSKIE;komputery w szkole;licea profilowane;2003;628;szt.; 
3060000000;LUBELSKIE;komputery w szkole;licea profilowane;2004;1009;szt.; 
3060000000;LUBELSKIE;komputery w szkole;licea profilowane;2005;851;szt.; 
3060000000;LUBELSKIE;komputery w szkole;licea profilowane;2006;928;szt.; 
3060000000;LUBELSKIE;komputery w szkole;licea profilowane;2007;1021;szt.; 
3060000000;LUBELSKIE;komputery w szkole;licea profilowane;2008;775;szt.; 
3060000000;LUBELSKIE;komputery w szkole;licea profilowane;2009;569;szt.; 
3060000000;LUBELSKIE;komputery w szkole;licea profilowane;2010;459;szt.; 
3060000000;LUBELSKIE;komputery w szkole;licea profilowane;2011;493;szt.; 
3060000000;LUBELSKIE;komputery w szkole;licea profilowane;2012;341;szt.; 
3060000000;LUBELSKIE;komputery w szkole;licea ogólnokształcące;2002;-;szt.; 
3060000000;LUBELSKIE;komputery w szkole;licea ogólnokształcące;2003;-;szt.; 
3060000000;LUBELSKIE;komputery w szkole;licea ogólnokształcące;2004;-;szt.; 
3060000000;LUBELSKIE;komputery w szkole;licea ogólnokształcące;2005;-;szt.; 
3060000000;LUBELSKIE;komputery w szkole;licea ogólnokształcące;2006;4734;szt.; 
3060000000;LUBELSKIE;komputery w szkole;licea ogólnokształcące;2007;5456;szt.; 
3060000000;LUBELSKIE;komputery w szkole;licea ogólnokształcące;2008;6745;szt.; 
3060000000;LUBELSKIE;komputery w szkole;licea ogólnokształcące;2009;6498;szt.; 
3060000000;LUBELSKIE;komputery w szkole;licea ogólnokształcące;2010;6488;szt.; 
3060000000;LUBELSKIE;komputery w szkole;licea ogólnokształcące;2011;6480;szt.; 
3060000000;LUBELSKIE;komputery w szkole;licea ogólnokształcące;2012;6556;szt.; 
3060000000;LUBELSKIE;komputery w szkole;szkoły policealne;2002;588;szt.; 
3060000000;LUBELSKIE;komputery w szkole;szkoły policealne;2003;917;szt.; 
3060000000;LUBELSKIE;komputery w szkole;szkoły policealne;2004;930;szt.; 
3060000000;LUBELSKIE;komputery w szkole;szkoły policealne;2005;1054;szt.; 
3060000000;LUBELSKIE;komputery w szkole;szkoły policealne;2006;1263;szt.; 
3060000000;LUBELSKIE;komputery w szkole;szkoły policealne;2007;486;szt.; 
3060000000;LUBELSKIE;komputery w szkole;szkoły policealne;2008;492;szt.; 
3060000000;LUBELSKIE;komputery w szkole;szkoły policealne;2009;467;szt.; 
3060000000;LUBELSKIE;komputery w szkole;szkoły policealne;2010;530;szt.; 
3060000000;LUBELSKIE;komputery w szkole;szkoły policealne;2011;582;szt.; 
3060000000;LUBELSKIE;komputery w szkole;szkoły policealne;2012;546;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;szkoły zawodowe bez policealnych;2002;2692;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;szkoły zawodowe bez policealnych;2003;3191;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;szkoły zawodowe bez policealnych;2004;4041;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;szkoły zawodowe bez policealnych;2005;4131;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;szkoły zawodowe bez policealnych;2006;5664;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;szkoły zawodowe bez policealnych;2007;5676;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;szkoły zawodowe bez policealnych;2008;7555;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;szkoły zawodowe bez policealnych;2009;8155;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;szkoły zawodowe bez policealnych;2010;8544;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;szkoły zawodowe bez policealnych;2011;8598;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;szkoły zawodowe bez policealnych;2012;8875;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;zasadnicze szkoły zawodowe;2002;300;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;zasadnicze szkoły zawodowe;2003;404;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;zasadnicze szkoły zawodowe;2004;386;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;zasadnicze szkoły zawodowe;2005;286;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;zasadnicze szkoły zawodowe;2006;293;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;zasadnicze szkoły zawodowe;2007;686;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;zasadnicze szkoły zawodowe;2008;794;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;zasadnicze szkoły zawodowe;2009;856;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;zasadnicze szkoły zawodowe;2010;770;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;zasadnicze szkoły zawodowe;2011;720;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;zasadnicze szkoły zawodowe;2012;495;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;technika;2002;1961;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;technika;2003;2229;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;technika;2004;2741;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;technika;2005;3063;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;technika;2006;4506;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;technika;2007;3996;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;technika;2008;6019;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;technika;2009;6763;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;technika;2010;7351;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;technika;2011;7533;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;technika;2012;8045;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;licea profilowane;2002;431;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;licea profilowane;2003;558;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;licea profilowane;2004;914;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;licea profilowane;2005;782;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;licea profilowane;2006;865;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;licea profilowane;2007;994;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;licea profilowane;2008;742;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;licea profilowane;2009;536;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;licea profilowane;2010;423;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;licea profilowane;2011;345;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;licea profilowane;2012;335;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;licea ogólnokształcące;2002;-;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;licea ogólnokształcące;2003;-;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;licea ogólnokształcące;2004;-;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;licea ogólnokształcące;2005;-;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;licea ogólnokształcące;2006;4456;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;licea ogólnokształcące;2007;5186;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;licea ogólnokształcące;2008;6423;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;licea ogólnokształcące;2009;6253;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;licea ogólnokształcące;2010;6305;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;licea ogólnokształcące;2011;6275;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;licea ogólnokształcące;2012;6369;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;szkoły policealne;2002;492;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;szkoły policealne;2003;823;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;szkoły policealne;2004;838;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;szkoły policealne;2005;953;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;szkoły policealne;2006;1178;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;szkoły policealne;2007;458;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;szkoły policealne;2008;469;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;szkoły policealne;2009;442;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;szkoły policealne;2010;507;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;szkoły policealne;2011;513;szt.; 
3060000000;LUBELSKIE;komputery z dostępem do Internetu;szkoły policealne;2012;513;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;szkoły zawodowe bez policealnych;2002;3187;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;szkoły zawodowe bez policealnych;2003;3609;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;szkoły zawodowe bez policealnych;2004;4125;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;szkoły zawodowe bez policealnych;2005;4080;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;szkoły zawodowe bez policealnych;2006;5695;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;szkoły zawodowe bez policealnych;2007;5491;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;szkoły zawodowe bez policealnych;2008;7424;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;szkoły zawodowe bez policealnych;2009;7793;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;szkoły zawodowe bez policealnych;2010;8142;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;szkoły zawodowe bez policealnych;2011;8374;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;szkoły zawodowe bez policealnych;2012;8568;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;zasadnicze szkoły zawodowe;2002;556;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;zasadnicze szkoły zawodowe;2003;246;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;zasadnicze szkoły zawodowe;2004;271;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;zasadnicze szkoły zawodowe;2005;329;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;zasadnicze szkoły zawodowe;2006;551;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;zasadnicze szkoły zawodowe;2007;517;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;zasadnicze szkoły zawodowe;2008;675;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;zasadnicze szkoły zawodowe;2009;733;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;zasadnicze szkoły zawodowe;2010;668;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;zasadnicze szkoły zawodowe;2011;820;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;zasadnicze szkoły zawodowe;2012;858;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;technika;2002;2188;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;technika;2003;2688;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;technika;2004;3314;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;technika;2005;3347;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;technika;2006;4533;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;technika;2007;4678;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;technika;2008;6483;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;technika;2009;6834;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;technika;2010;7371;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;technika;2011;7481;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;technika;2012;7656;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;licea profilowane;2002;443;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;licea profilowane;2003;675;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;licea profilowane;2004;540;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;licea profilowane;2005;404;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;licea profilowane;2006;611;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;licea profilowane;2007;296;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;licea profilowane;2008;266;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;licea profilowane;2009;226;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;licea profilowane;2010;103;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;licea profilowane;2011;73;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;licea profilowane;2012;54;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;licea ogólnokształcące;2002;-;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;licea ogólnokształcące;2003;-;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;licea ogólnokształcące;2004;-;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;licea ogólnokształcące;2005;-;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;licea ogólnokształcące;2006;3586;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;licea ogólnokształcące;2007;3846;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;licea ogólnokształcące;2008;4588;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;licea ogólnokształcące;2009;4492;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;licea ogólnokształcące;2010;4359;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;licea ogólnokształcące;2011;4859;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;licea ogólnokształcące;2012;4707;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;szkoły policealne;2002;861;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;szkoły policealne;2003;809;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;szkoły policealne;2004;867;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;szkoły policealne;2005;897;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;szkoły policealne;2006;1010;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;szkoły policealne;2007;190;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;szkoły policealne;2008;312;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;szkoły policealne;2009;299;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;szkoły policealne;2010;301;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;szkoły policealne;2011;308;szt.; 
3180000000;PODKARPACKIE;komputery w szkole;szkoły policealne;2012;406;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;szkoły zawodowe bez policealnych;2002;2379;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;szkoły zawodowe bez policealnych;2003;2901;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;szkoły zawodowe bez policealnych;2004;3510;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;szkoły zawodowe bez policealnych;2005;3599;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;szkoły zawodowe bez policealnych;2006;5265;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;szkoły zawodowe bez policealnych;2007;5228;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;szkoły zawodowe bez policealnych;2008;7172;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;szkoły zawodowe bez policealnych;2009;7614;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;szkoły zawodowe bez policealnych;2010;7939;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;szkoły zawodowe bez policealnych;2011;8178;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;szkoły zawodowe bez policealnych;2012;8408;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;zasadnicze szkoły zawodowe;2002;406;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;zasadnicze szkoły zawodowe;2003;181;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;zasadnicze szkoły zawodowe;2004;240;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;zasadnicze szkoły zawodowe;2005;312;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;zasadnicze szkoły zawodowe;2006;529;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;zasadnicze szkoły zawodowe;2007;500;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;zasadnicze szkoły zawodowe;2008;663;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;zasadnicze szkoły zawodowe;2009;721;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;zasadnicze szkoły zawodowe;2010;652;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;zasadnicze szkoły zawodowe;2011;801;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;zasadnicze szkoły zawodowe;2012;832;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;technika;2002;1629;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;technika;2003;2151;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;technika;2004;2796;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;technika;2005;2933;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;technika;2006;4172;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;technika;2007;4432;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;technika;2008;6246;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;technika;2009;6667;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;technika;2010;7184;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;technika;2011;7304;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;technika;2012;7522;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;licea profilowane;2002;344;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;licea profilowane;2003;569;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;licea profilowane;2004;474;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;licea profilowane;2005;354;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;licea profilowane;2006;564;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;licea profilowane;2007;296;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;licea profilowane;2008;263;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;licea profilowane;2009;226;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;licea profilowane;2010;103;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;licea profilowane;2011;73;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;licea profilowane;2012;54;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;licea ogólnokształcące;2002;-;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;licea ogólnokształcące;2003;-;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;licea ogólnokształcące;2004;-;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;licea ogólnokształcące;2005;-;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;licea ogólnokształcące;2006;3407;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;licea ogólnokształcące;2007;3633;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;licea ogólnokształcące;2008;4158;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;licea ogólnokształcące;2009;4245;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;licea ogólnokształcące;2010;4123;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;licea ogólnokształcące;2011;4559;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;licea ogólnokształcące;2012;4480;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;szkoły policealne;2002;599;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;szkoły policealne;2003;694;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;szkoły policealne;2004;793;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;szkoły policealne;2005;829;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;szkoły policealne;2006;977;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;szkoły policealne;2007;174;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;szkoły policealne;2008;273;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;szkoły policealne;2009;259;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;szkoły policealne;2010;276;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;szkoły policealne;2011;282;szt.; 
3180000000;PODKARPACKIE;komputery z dostępem do Internetu;szkoły policealne;2012;391;szt.; 
3200000000;PODLASKIE;komputery w szkole;szkoły zawodowe bez policealnych;2002;1914;szt.; 
3200000000;PODLASKIE;komputery w szkole;szkoły zawodowe bez policealnych;2003;2285;szt.; 
3200000000;PODLASKIE;komputery w szkole;szkoły zawodowe bez policealnych;2004;2595;szt.; 
3200000000;PODLASKIE;komputery w szkole;szkoły zawodowe bez policealnych;2005;2768;szt.; 
3200000000;PODLASKIE;komputery w szkole;szkoły zawodowe bez policealnych;2006;3461;szt.; 
3200000000;PODLASKIE;komputery w szkole;szkoły zawodowe bez policealnych;2007;3330;szt.; 
3200000000;PODLASKIE;komputery w szkole;szkoły zawodowe bez policealnych;2008;3641;szt.; 
3200000000;PODLASKIE;komputery w szkole;szkoły zawodowe bez policealnych;2009;4215;szt.; 
3200000000;PODLASKIE;komputery w szkole;szkoły zawodowe bez policealnych;2010;4217;szt.; 
3200000000;PODLASKIE;komputery w szkole;szkoły zawodowe bez policealnych;2011;4499;szt.; 
3200000000;PODLASKIE;komputery w szkole;szkoły zawodowe bez policealnych;2012;4833;szt.; 
3200000000;PODLASKIE;komputery w szkole;zasadnicze szkoły zawodowe;2002;222;szt.; 
3200000000;PODLASKIE;komputery w szkole;zasadnicze szkoły zawodowe;2003;227;szt.; 
3200000000;PODLASKIE;komputery w szkole;zasadnicze szkoły zawodowe;2004;250;szt.; 
3200000000;PODLASKIE;komputery w szkole;zasadnicze szkoły zawodowe;2005;134;szt.; 
3200000000;PODLASKIE;komputery w szkole;zasadnicze szkoły zawodowe;2006;242;szt.; 
3200000000;PODLASKIE;komputery w szkole;zasadnicze szkoły zawodowe;2007;139;szt.; 
3200000000;PODLASKIE;komputery w szkole;zasadnicze szkoły zawodowe;2008;278;szt.; 
3200000000;PODLASKIE;komputery w szkole;zasadnicze szkoły zawodowe;2009;255;szt.; 
3200000000;PODLASKIE;komputery w szkole;zasadnicze szkoły zawodowe;2010;288;szt.; 
3200000000;PODLASKIE;komputery w szkole;zasadnicze szkoły zawodowe;2011;398;szt.; 
3200000000;PODLASKIE;komputery w szkole;zasadnicze szkoły zawodowe;2012;415;szt.; 
3200000000;PODLASKIE;komputery w szkole;technika;2002;1503;szt.; 
3200000000;PODLASKIE;komputery w szkole;technika;2003;1624;szt.; 
3200000000;PODLASKIE;komputery w szkole;technika;2004;1729;szt.; 
3200000000;PODLASKIE;komputery w szkole;technika;2005;2138;szt.; 
3200000000;PODLASKIE;komputery w szkole;technika;2006;2672;szt.; 
3200000000;PODLASKIE;komputery w szkole;technika;2007;2688;szt.; 
3200000000;PODLASKIE;komputery w szkole;technika;2008;2961;szt.; 
3200000000;PODLASKIE;komputery w szkole;technika;2009;3712;szt.; 
3200000000;PODLASKIE;komputery w szkole;technika;2010;3778;szt.; 
3200000000;PODLASKIE;komputery w szkole;technika;2011;3977;szt.; 
3200000000;PODLASKIE;komputery w szkole;technika;2012;4324;szt.; 
3200000000;PODLASKIE;komputery w szkole;licea profilowane;2002;189;szt.; 
3200000000;PODLASKIE;komputery w szkole;licea profilowane;2003;434;szt.; 
3200000000;PODLASKIE;komputery w szkole;licea profilowane;2004;616;szt.; 
3200000000;PODLASKIE;komputery w szkole;licea profilowane;2005;496;szt.; 
3200000000;PODLASKIE;komputery w szkole;licea profilowane;2006;547;szt.; 
3200000000;PODLASKIE;komputery w szkole;licea profilowane;2007;503;szt.; 
3200000000;PODLASKIE;komputery w szkole;licea profilowane;2008;402;szt.; 
3200000000;PODLASKIE;komputery w szkole;licea profilowane;2009;248;szt.; 
3200000000;PODLASKIE;komputery w szkole;licea profilowane;2010;151;szt.; 
3200000000;PODLASKIE;komputery w szkole;licea profilowane;2011;124;szt.; 
3200000000;PODLASKIE;komputery w szkole;licea profilowane;2012;94;szt.; 
3200000000;PODLASKIE;komputery w szkole;licea ogólnokształcące;2002;-;szt.; 
3200000000;PODLASKIE;komputery w szkole;licea ogólnokształcące;2003;-;szt.; 
3200000000;PODLASKIE;komputery w szkole;licea ogólnokształcące;2004;-;szt.; 
3200000000;PODLASKIE;komputery w szkole;licea ogólnokształcące;2005;-;szt.; 
3200000000;PODLASKIE;komputery w szkole;licea ogólnokształcące;2006;2062;szt.; 
3200000000;PODLASKIE;komputery w szkole;licea ogólnokształcące;2007;2358;szt.; 
3200000000;PODLASKIE;komputery w szkole;licea ogólnokształcące;2008;2962;szt.; 
3200000000;PODLASKIE;komputery w szkole;licea ogólnokształcące;2009;2880;szt.; 
3200000000;PODLASKIE;komputery w szkole;licea ogólnokształcące;2010;3021;szt.; 
3200000000;PODLASKIE;komputery w szkole;licea ogólnokształcące;2011;3034;szt.; 
3200000000;PODLASKIE;komputery w szkole;licea ogólnokształcące;2012;3364;szt.; 
3200000000;PODLASKIE;komputery w szkole;szkoły policealne;2002;409;szt.; 
